DateTime,AddedIPs,RemovedIPs
1552565557,0,1
1552567480,1,0
1552573251,0,1
1552582989,0,1
1552584980,0,2
1552600606,1,0
1552604614,1,0
1552606819,0,2
1552612581,0,1
1552630150,1,0
1552639698,1,0
1552649771,0,1
1552651955,1,0
1552653890,0,1
1552659639,1,0
1552665387,1,0
1552669369,1,0
1552679079,1,0
1552684837,2,0
1552686728,0,1
1552692032,0,1
1552705704,1,0
1552717246,0,1
1552724923,0,1
1552738608,0,1
1552750583,0,1
1552754444,0,1
1552766207,0,1
1552770997,1,2
1552790901,1,0
1552792831,0,1
1552833396,1,0
1552856612,0,1
1552877808,0,1
1552881939,2,0
1552885732,1,0
1552920523,0,1
1552934177,1,0
1552938017,1,0
1552946604,1,0
1552954380,1,0
1552960105,1,0
1552962060,1,0
1552965867,1,0
1552967796,0,2
1552971782,0,1
1552997012,1,0
1553004993,0,1
1553020581,0,1
1553024416,0,1
1553026355,1,0
1553028275,1,0
1553032109,1,0
1553034037,0,1
1553037871,1,0
1553045780,0,1
1553049637,0,1
1553053456,0,1
1553059471,1,0
1553077015,1,0
1553088521,1,0
1553098187,0,1
1553109648,1,0
1553113466,0,2
1553119729,0,1
1553123550,0,1
1553125499,1,0
1553129321,0,1
1553144947,0,1
1553152576,1,0
1553166092,1,0
1553185221,1,1
1553210921,0,1
1553215007,1,0
1553230349,0,1
1553238258,0,1
1553245950,0,1
1553251711,0,1
1553255541,1,0
1553271344,0,1
1553287235,1,0
1553289393,3,0
1553291320,2,0
1553299010,1,0
1553300900,0,1
1553339780,1,0
1553349409,0,1
1553351320,1,0
1553360916,1,0
1553364746,1,0
1553386355,0,1
1553413734,1,0
1553421383,2,0
1553427383,0,1
1553433135,2,0
1553437008,0,1
1553446966,1,0
1553448987,0,1
1553450898,1,1
1553454746,1,0
1553462680,1,0
1553507574,0,2
1553511425,1,0
1553519342,0,2
1553527255,1,0
1553529148,1,0
1553531081,1,0
1553532893,1,1
1553537128,0,1
1553550760,0,1
1553562538,4,0
1553564434,1,0
1553568292,1,0
1553577869,0,1
1553589627,1,0
1553597539,0,1
1553605326,1,0
1553607141,1,0
1553609098,8,0
1553613168,0,1
1553615065,0,1
1553616984,0,1
1553618921,1,0
1553627793,0,1
1553640518,1,0
1553648211,0,4
1553650129,2,1
1553656111,0,1
1553658027,1,0
1553661878,1,0
1553677306,0,1
1553680986,1,0
1553682979,1,0
1553684925,0,1
1553690679,0,1
1553694504,0,8
1553697439,0,1
1553701510,1,0
1553705557,0,1
1553719501,1,0
1553726526,0,1
1553736027,0,2
1553744187,0,1
1553748040,1,1
1553767723,0,1
1553769636,0,1
1553787409,0,1
1553798924,1,0
1553806616,0,1
1553814533,1,0
1553824118,1,0
1553833725,0,1
1553854854,1,0
1553868323,1,0
1553885808,0,1
1553889912,1,0
1553897556,1,0
1553901392,0,1
1553907407,1,0
1553909303,2,1
1553938841,1,0
1553940766,0,1
1553942681,2,0
1553944589,1,0
1553954202,0,1
1553969579,1,0
1553975339,0,1
1553983004,0,1
1553993069,2,1
1554016593,0,2
1554018502,0,3
1554077815,3,0
1554083588,0,2
1554106856,2,0
1554163992,1,5
1554167782,2,0
1554179550,0,1
1554193248,1,2
1554208587,1,0
1554210543,1,0
